,quality,Type,quality_label
4439,5,white,low
4440,5,white,low
4441,6,white,medium
4442,5,white,low
4443,5,white,low
4444,6,white,medium
4445,6,white,medium
4446,6,white,medium
4447,6,white,medium
4448,5,white,low
4449,6,white,medium
4450,6,white,medium
4451,5,white,low
4452,5,white,low
4453,6,white,medium
4454,6,white,medium
4455,5,white,low
4456,5,white,low
4457,5,white,low
4458,7,white,medium
4459,5,white,low
4460,6,white,medium
4461,6,white,medium
4462,6,white,medium
4463,6,white,medium
4464,5,white,low
4465,5,white,low
4466,5,white,low
4467,5,white,low
4468,6,white,medium
4469,6,white,medium
4470,6,white,medium
4471,6,white,medium
4472,5,white,low
4473,5,white,low
4474,6,white,medium
4475,6,white,medium
4476,6,white,medium
4477,5,white,low
4478,5,white,low
4479,5,white,low
4480,5,white,low
4481,5,white,low
4482,6,white,medium
4483,4,white,low
4484,5,white,low
4485,6,white,medium
4486,6,white,medium
4487,6,white,medium
4488,6,white,medium
4489,6,white,medium
4490,6,white,medium
4491,6,white,medium
4492,6,white,medium
4493,6,white,medium
4494,6,white,medium
4495,6,white,medium
4496,6,white,medium
4497,5,white,low
4498,5,white,low
4499,6,white,medium
4500,6,white,medium
4501,6,white,medium
4502,6,white,medium
4503,7,white,medium
4504,5,white,low
4505,5,white,low
4506,6,white,medium
4507,5,white,low
4508,4,white,low
4509,5,white,low
4510,6,white,medium
4511,6,white,medium
4512,6,white,medium
4513,6,white,medium
4514,5,white,low
4515,6,white,medium
4516,6,white,medium
4517,6,white,medium
4518,6,white,medium
4519,6,white,medium
4520,5,white,low
4521,5,white,low
4522,6,white,medium
4523,5,white,low
4524,6,white,medium
4525,6,white,medium
4526,6,white,medium
4527,6,white,medium
4528,6,white,medium
4529,6,white,medium
4530,6,white,medium
4531,6,white,medium
4532,6,white,medium
4533,5,white,low
4534,6,white,medium
4535,6,white,medium
4536,6,white,medium
4537,5,white,low
4538,6,white,medium
4539,5,white,low
4540,6,white,medium
4541,6,white,medium
4542,5,white,low
4543,5,white,low
4544,6,white,medium
4545,6,white,medium
4546,6,white,medium
4547,6,white,medium
4548,5,white,low
4549,5,white,low
4550,6,white,medium
4551,6,white,medium
4552,6,white,medium
4553,6,white,medium
4554,6,white,medium
4555,5,white,low
4556,5,white,low
4557,6,white,medium
4558,6,white,medium
4559,7,white,medium
4560,6,white,medium
4561,6,white,medium
4562,7,white,medium
4563,7,white,medium
4564,7,white,medium
4565,5,white,low
4566,5,white,low
4567,5,white,low
4568,6,white,medium
4569,6,white,medium
4570,6,white,medium
4571,7,white,medium
4572,7,white,medium
4573,6,white,medium
4574,7,white,medium
4575,7,white,medium
4576,5,white,low
4577,6,white,medium
4578,7,white,medium
4579,6,white,medium
4580,6,white,medium
4581,6,white,medium
4582,6,white,medium
4583,6,white,medium
4584,6,white,medium
4585,6,white,medium
4586,6,white,medium
4587,6,white,medium
4588,5,white,low
4589,6,white,medium
4590,6,white,medium
4591,6,white,medium
4592,6,white,medium
4593,6,white,medium
4594,6,white,medium
4595,6,white,medium
4596,6,white,medium
4597,6,white,medium
4598,6,white,medium
4599,7,white,medium
4600,6,white,medium
4601,6,white,medium
4602,6,white,medium
4603,6,white,medium
4604,6,white,medium
4605,6,white,medium
4606,5,white,low
4607,6,white,medium
4608,7,white,medium
4609,4,white,low
4610,6,white,medium
4611,5,white,low
4612,5,white,low
4613,5,white,low
4614,5,white,low
4615,7,white,medium
4616,5,white,low
4617,7,white,medium
4618,7,white,medium
4619,5,white,low
4620,6,white,medium
4621,7,white,medium
4622,7,white,medium
4623,6,white,medium
4624,6,white,medium
4625,5,white,low
4626,6,white,medium
4627,6,white,medium
4628,6,white,medium
4629,7,white,medium
4630,7,white,medium
4631,7,white,medium
4632,6,white,medium
4633,6,white,medium
4634,6,white,medium
4635,6,white,medium
4636,5,white,low
4637,6,white,medium
4638,5,white,low
4639,6,white,medium
4640,6,white,medium
4641,6,white,medium
4642,7,white,medium
4643,6,white,medium
4644,6,white,medium
4645,7,white,medium
4646,7,white,medium
4647,7,white,medium
4648,5,white,low
4649,5,white,low
4650,5,white,low
4651,7,white,medium
4652,5,white,low
4653,7,white,medium
4654,7,white,medium
4655,7,white,medium
4656,7,white,medium
4657,7,white,medium
4658,6,white,medium
4659,6,white,medium
4660,6,white,medium
4661,5,white,low
4662,6,white,medium
4663,7,white,medium
4664,7,white,medium
4665,6,white,medium
4666,5,white,low
4667,7,white,medium
4668,7,white,medium
4669,5,white,low
4670,6,white,medium
4671,5,white,low
4672,5,white,low
4673,7,white,medium
4674,7,white,medium
4675,6,white,medium
4676,6,white,medium
4677,7,white,medium
4678,6,white,medium
4679,5,white,low
4680,4,white,low
4681,6,white,medium
4682,6,white,medium
4683,6,white,medium
4684,6,white,medium
4685,5,white,low
4686,4,white,low
4687,6,white,medium
4688,6,white,medium
4689,6,white,medium
4690,6,white,medium
4691,7,white,medium
4692,5,white,low
4693,6,white,medium
4694,7,white,medium
4695,7,white,medium
4696,6,white,medium
4697,7,white,medium
4698,6,white,medium
4699,5,white,low
4700,5,white,low
4701,6,white,medium
4702,6,white,medium
4703,7,white,medium
4704,6,white,medium
4705,6,white,medium
4706,7,white,medium
4707,6,white,medium
4708,6,white,medium
4709,6,white,medium
4710,7,white,medium
4711,6,white,medium
4712,6,white,medium
4713,6,white,medium
4714,7,white,medium
4715,6,white,medium
4716,6,white,medium
4717,6,white,medium
4718,6,white,medium
4719,6,white,medium
4720,5,white,low
4721,6,white,medium
4722,6,white,medium
4723,6,white,medium
4724,6,white,medium
4725,6,white,medium
4726,6,white,medium
4727,6,white,medium
4728,6,white,medium
4729,5,white,low
4730,5,white,low
4731,6,white,medium
4732,6,white,medium
4733,6,white,medium
4734,6,white,medium
4735,6,white,medium
4736,6,white,medium
4737,7,white,medium
4738,6,white,medium
4739,6,white,medium
4740,5,white,low
4741,6,white,medium
4742,6,white,medium
4743,5,white,low
4744,5,white,low
4745,3,white,low
4746,6,white,medium
4747,6,white,medium
4748,5,white,low
4749,6,white,medium
4750,5,white,low
4751,6,white,medium
4752,7,white,medium
4753,6,white,medium
4754,6,white,medium
4755,6,white,medium
4756,7,white,medium
4757,7,white,medium
4758,6,white,medium
4759,6,white,medium
4760,6,white,medium
4761,6,white,medium
4762,7,white,medium
4763,7,white,medium
4764,6,white,medium
4765,8,white,high
4766,8,white,high
4767,7,white,medium
4768,6,white,medium
4769,6,white,medium
4770,6,white,medium
4771,6,white,medium
4772,5,white,low
4773,7,white,medium
4774,4,white,low
4775,6,white,medium
4776,6,white,medium
4777,6,white,medium
4778,6,white,medium
4779,4,white,low
4780,5,white,low
4781,5,white,low
4782,6,white,medium
4783,6,white,medium
4784,5,white,low
4785,7,white,medium
4786,8,white,high
4787,8,white,high
4788,5,white,low
4789,6,white,medium
4790,6,white,medium
4791,6,white,medium
4792,6,white,medium
4793,6,white,medium
4794,5,white,low
4795,7,white,medium
4796,7,white,medium
4797,6,white,medium
4798,5,white,low
4799,6,white,medium
4800,7,white,medium
4801,7,white,medium
4802,8,white,high
4803,7,white,medium
4804,4,white,low
4805,6,white,medium
4806,6,white,medium
4807,6,white,medium
4808,5,white,low
4809,6,white,medium
4810,5,white,low
4811,6,white,medium
4812,7,white,medium
4813,5,white,low
4814,6,white,medium
4815,7,white,medium
4816,6,white,medium
4817,6,white,medium
4818,6,white,medium
4819,6,white,medium
4820,5,white,low
4821,6,white,medium
4822,6,white,medium
4823,7,white,medium
4824,5,white,low
4825,6,white,medium
4826,6,white,medium
4827,6,white,medium
4828,5,white,low
4829,7,white,medium
4830,6,white,medium
4831,6,white,medium
4832,5,white,low
4833,6,white,medium
4834,7,white,medium
4835,6,white,medium
4836,5,white,low
4837,6,white,medium
4838,6,white,medium
4839,4,white,low
4840,7,white,medium
4841,6,white,medium
4842,6,white,medium
4843,5,white,low
4844,6,white,medium
4845,5,white,low
4846,6,white,medium
4847,7,white,medium
4848,6,white,medium
4849,5,white,low
4850,6,white,medium
4851,5,white,low
4852,5,white,low
4853,5,white,low
4854,6,white,medium
4855,6,white,medium
4856,6,white,medium
4857,6,white,medium
4858,5,white,low
4859,6,white,medium
4860,6,white,medium
4861,6,white,medium
4862,6,white,medium
4863,7,white,medium
4864,5,white,low
4865,6,white,medium
4866,6,white,medium
4867,6,white,medium
4868,6,white,medium
4869,6,white,medium
4870,7,white,medium
4871,6,white,medium
4872,5,white,low
4873,6,white,medium
4874,6,white,medium
4875,6,white,medium
4876,7,white,medium
4877,5,white,low
4878,4,white,low
4879,6,white,medium
4880,6,white,medium
4881,6,white,medium
4882,5,white,low
4883,6,white,medium
4884,5,white,low
4885,6,white,medium
4886,7,white,medium
4887,7,white,medium
4888,5,white,low
4889,6,white,medium
4890,6,white,medium
4891,6,white,medium
4892,5,white,low
4893,6,white,medium
4894,5,white,low
4895,6,white,medium
4896,7,white,medium
4897,6,white,medium
